date,time,member,type,item,amount,category,tag
2026-06-05,23:58,Dad,expense,Bike petrol,500,Fuel,lifestyle
2026-06-08,20:48,Dad,expense,Doctor fees,300,Health & Medical,lifestyle
2026-06-08,20:48,Dad,expense,Medicine,808,Health & Medical,lifestyle
2026-06-09,11:56,Dad,expense,Lab tests,800,Health & Medical,lifestyle
2026-06-09,13:37,Mom,expense,Cream + shampoo,471,Personal Care & Fitness,lifestyle
2026-06-10,14:03,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2026-06-10,15:16,Mom,expense,Baby soap + brush,600,Kids,recurring
2026-06-10,15:18,Mom,expense,Baby book + handkerchief,500,Kids,lifestyle
2026-06-10,16:20,Mom,expense,Baby mat,630,Kids,lifestyle
2026-06-11,16:03,Mom,expense,Crayons,92,Kids,lifestyle
2026-06-12,13:43,Mom,expense,Iron laundry,180,Misc,recurring
2026-06-13,16:03,Mom,expense,Baby pants,1180,Kids,lifestyle
2026-06-14,08:59,Dad,expense,Bike petrol,500,Fuel,lifestyle
2026-06-15,18:27,Dad,expense,Medicine,219,Health & Medical,lifestyle
2026-06-16,20:08,Dad,expense,Snacks,450,Dining Out,lifestyle
2026-06-17,18:41,Dad,expense,Snacks,165,Dining Out,lifestyle
2026-06-19,14:01,Dad,expense,Nerale hannu,100,Groceries & Household,lifestyle
2026-06-19,14:01,Dad,expense,Gobi manchurian,150,Dining Out,lifestyle
2026-06-19,14:13,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2026-06-20,21:33,Dad,expense,Halasina hannu,300,Groceries & Household,lifestyle
2026-06-21,11:59,Dad,expense,Haircut,200,Personal Care & Fitness,lifestyle
2026-06-22,14:09,Dad,expense,Tarakari vegetables,120,Groceries & Household,lifestyle
2026-06-22,14:09,Dad,expense,Atharva gift,400,Religion & Gifts,one_time
2026-06-22,14:10,Dad,expense,Jamun,100,Groceries & Household,lifestyle
2026-06-25,08:21,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2026-06-25,15:44,Dad,expense,Iron laundry,117,Misc,recurring
2026-06-28,21:03,Mom,expense,Sapna Book House,525,Education,lifestyle
2026-06-28,21:14,Dad,expense,Parking,20,Transport & Parking,lifestyle
2026-06-28,22:26,Dad,expense,Hotel,600,Dining Out,lifestyle
2026-06-30,18:51,Dad,expense,Bangalore travel + food,1840,Travel & Trips,lifestyle
2026-07-03,14:50,Dad,expense,Keyboard,580,Misc,one_time
2026-07-03,14:50,Dad,expense,Storage bag,300,Home & Furniture,one_time
2026-07-03,14:50,Dad,expense,Dove shampoo,530,Personal Care & Fitness,lifestyle
2026-07-04,14:17,Dad,expense,Sweet corn,50,Groceries & Household,lifestyle
2026-07-04,14:17,Dad,expense,Tomato,40,Groceries & Household,lifestyle
2026-07-04,14:17,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2026-07-04,17:56,Dad,expense,Papad + handwash + sev,350,Groceries & Household,lifestyle
2026-07-04,19:23,Dad,expense,JioTV OTT,200,Utilities & Recharges,recurring
2026-07-05,18:32,Dad,expense,Ergonomic chair,3299,Home & Furniture,one_time
2026-07-07,17:00,Mom,expense,Iron laundry,130,Misc,recurring
2026-07-10,15:29,Dad,expense,Iron laundry,105,Misc,recurring
2026-07-10,19:16,Dad,expense,Parking,20,Transport & Parking,lifestyle
2026-07-10,19:16,Dad,expense,Snacks,245,Dining Out,lifestyle
2026-07-11,17:53,Dad,expense,Oota,350,Dining Out,lifestyle
2026-07-11,17:53,Dad,expense,Potato,30,Groceries & Household,lifestyle
2026-07-12,15:37,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2026-07-18,19:32,Dad,expense,Medicine,436,Health & Medical,lifestyle
2026-07-18,19:32,Dad,expense,Doctor fees,300,Health & Medical,lifestyle
2026-07-18,20:03,Mom,expense,Snacks,240,Dining Out,lifestyle
2026-07-18,20:03,Mom,expense,Tender coconut,330,Dining Out,lifestyle
2026-07-18,20:13,Mom,expense,Car petrol,2000,Fuel,lifestyle
2026-07-21,13:43,Dad,expense,Halasina hannu,200,Groceries & Household,lifestyle
2026-07-22,19:24,Mom,expense,Fruits,410,Groceries & Household,lifestyle
2026-07-22,21:00,Mom,expense,Fruits,190,Groceries & Household,lifestyle
2026-07-24,19:09,Dad,expense,Bike petrol,700,Fuel,lifestyle
2026-07-24,19:09,Dad,expense,Chips + boti,165,Dining Out,lifestyle
2026-07-24,19:09,Dad,expense,Iron laundry,130,Misc,recurring
2026-07-25,18:16,Mom,expense,Slippers,560,Clothing,lifestyle
2026-07-25,18:16,Mom,expense,Dry fruits,1899,Groceries & Household,lifestyle
2026-07-25,18:27,Mom,expense,Matching,129,Clothing,lifestyle
2026-07-25,19:06,Mom,expense,Vegetables,80,Groceries & Household,lifestyle
2026-07-25,19:37,Mom,expense,Baby wipes,155,Kids,recurring
2026-07-25,19:37,Mom,expense,Panipuri,45,Dining Out,lifestyle
2026-07-29,18:02,Mom,expense,Saree,4874,Clothing,lifestyle
2026-07-31,22:01,Dad,expense,Books,40,Misc,lifestyle
2026-07-31,22:01,Dad,expense,Oota,60,Dining Out,lifestyle
2026-07-31,22:01,Dad,expense,Art school 3 months,5000,Education,recurring
2026-08-01,19:50,Mom,expense,Mandakki,100,Groceries & Household,lifestyle
2026-08-01,19:50,Mom,expense,Westside,5310,Clothing,lifestyle
2026-08-01,19:50,Mom,expense,Ball,30,Kids,lifestyle
2026-08-01,19:50,Mom,expense,Apple,270,Groceries & Household,lifestyle
2026-08-01,20:04,Mom,expense,Banana,160,Groceries & Household,lifestyle
2026-08-02,19:07,Mom,expense,Bakery,680,Dining Out,lifestyle
2026-08-02,20:30,Dad,expense,Mekke jola,160,Groceries & Household,lifestyle
2026-08-03,20:20,Dad,expense,Jio recharge,904,Utilities & Recharges,recurring
2026-08-04,19:25,Dad,expense,Tarakari vegetables,140,Groceries & Household,lifestyle
2026-08-04,19:25,Dad,expense,Plate,30,Home & Furniture,lifestyle
2026-08-04,19:25,Dad,expense,Tiago petrol,2000,Fuel,lifestyle
2026-08-07,17:53,Mom,expense,Snacks,385,Dining Out,lifestyle
2026-08-07,18:13,Mom,expense,Bakery,505,Dining Out,lifestyle
2026-08-07,18:33,Mom,expense,Ration,1929,Groceries & Household,lifestyle
2026-08-07,19:44,Mom,expense,Bathroom brush,380,Groceries & Household,lifestyle
2026-08-07,20:13,Dad,expense,Car wash + dicky hydraulic,1500,Vehicle Maintenance,one_time
2026-08-07,20:19,Dad,expense,2-seater sofa,8000,Home & Furniture,one_time
2026-08-07,20:19,Dad,expense,Two pillows,1000,Home & Furniture,one_time
2026-08-07,20:19,Dad,expense,Mat,500,Home & Furniture,one_time
2026-08-07,20:19,Dad,expense,Spectacles advance,1000,Health & Medical,one_time
2026-08-07,21:00,Mom,expense,Vegetables,350,Groceries & Household,lifestyle
2026-08-07,21:03,Mom,expense,Jaggery,270,Groceries & Household,lifestyle
2026-08-07,21:04,Mom,expense,Milk,28,Groceries & Household,recurring
2026-08-08,13:49,Dad,expense,Geyser repair,500,Home & Furniture,one_time
2026-08-10,21:14,Dad,expense,Oota,100,Dining Out,lifestyle
2026-08-10,21:14,Dad,expense,Car key,80,Vehicle Maintenance,one_time
2026-08-10,22:51,Mom,expense,Silver coin,1413,Property & Investments,one_time
2026-08-11,11:19,Mom,expense,Iron laundry,120,Misc,recurring
2026-08-11,13:20,Dad,expense,Silver articles,13060,Property & Investments,one_time
2026-08-11,13:20,Dad,expense,Bhima monthly EMI,2000,Property & Investments,recurring
2026-08-11,14:30,Dad,expense,Specs balance,2300,Health & Medical,one_time
2026-08-11,14:49,Dad,expense,Papu specs,100,Kids,lifestyle
2026-08-11,15:15,Dad,expense,Elaneeru,60,Dining Out,lifestyle
2026-08-11,16:51,Mom,expense,Steel bowl,1500,Home & Furniture,one_time
2026-08-12,15:53,Dad,expense,Oota,100,Dining Out,lifestyle
